Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
2003/2005,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,51.6
2004/2006,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,52.4
2005/2007,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,48.3
1996/1998,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,39.6
1997/1999,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,39.4
1998/2000,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,43.1
1999/2001,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,43.3
2000/2002,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,46.2
2001/2003,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,44.4
2002/2004,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,48.7
2003/2005,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,46.3
2004/2006,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,47
2005/2007,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917950,29.1.2.2,43.2
1996/1998,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,50.3
1997/1999,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,49.9
1998/2000,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,54
1999/2001,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,54.1
2000/2002,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,57.3
2001/2003,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,55.3
2002/2004,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,60.1
2003/2005,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,57.5
2004/2006,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,58.3
2005/2007,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917951,29.1.2.3,53.9
1996/1998,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
1997/1999,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
1998/2000,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
1999/2001,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
2000/2002,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
2001/2003,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
2002/2004,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,1
2003/2005,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
2004/2006,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,1
2005/2007,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917952,29.1.2.4,0
1996/1998,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,..
1997/1999,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
1998/2000,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
1999/2001,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2000/2002,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2001/2003,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2002/2004,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2003/2005,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2004/2006,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
2005/2007,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917953,29.1.2.5,0
1996/1998,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,50.9
1997/1999,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,53.4
1998/2000,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,54.6
1999/2001,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,55
2000/2002,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,53.7
2001/2003,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,55.8
2002/2004,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,54.7
2003/2005,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,58.9
2004/2006,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,59.7
2005/2007,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917954,29.1.3.1,60
1996/1998,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,45.4
1997/1999,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,47.8
1998/2000,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,49
1999/2001,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,49.4
2000/2002,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,48.1
2001/2003,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,50.1
2002/2004,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,49.2
2003/2005,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,53.1
2004/2006,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,53.9
2005/2007,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917955,29.1.3.2,54.2
1996/1998,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,56.8
1997/1999,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,59.5
1998/2000,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,60.7
1999/2001,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,61.2
2000/2002,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,59.8
2001/2003,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,62
2002/2004,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,60.8
2003/2005,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,65.2
2004/2006,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,66
2005/2007,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917956,29.1.3.3,66.3
1996/1998,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
1997/1999,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
1998/2000,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
1999/2001,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
2000/2002,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
2001/2003,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
2002/2004,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
2003/2005,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,0
2004/2006,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,1
2005/2007,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917957,29.1.3.4,1
1996/1998,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,..
1997/1999,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
1998/2000,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
1999/2001,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2000/2002,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2001/2003,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2002/2004,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2003/2005,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2004/2006,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
2005/2007,"Regina, Saskatchewan",47705,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917958,29.1.3.5,0
1996/1998,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,481.5
1997/1999,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,508.1
1998/2000,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,502
1999/2001,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,518.6
2000/2002,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,519.1
2001/2003,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,544.3
2002/2004,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,547.5
2003/2005,"Regina, Saskatchewan",47705,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917959,29.2.1.1,568
